Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Generator_speed,Yaw_angle,Wind_direction,Gear_box_inlet_temperature,Bearing_temperature,Wheel_hub_temperature,Failure_status
9.45,2.88,40.0,76.86,68.72,-3.59,176.51,36.31,1498.83,11.8,29.46,13.84,70.0,45.21,No_failure
1.93,4.3,89.935,120.39124999999999,108.65,62.59,401.55,74.64999999999999,2070.88,130.53,3.39,27.183749999999996,125.8,99.54,Failure
0.68,4.3,89.935,120.39124999999999,110.96,67.2875,411.85125,74.64999999999999,2202.75125,130.53,153.61,27.183749999999996,135.57,108.96,Failure
42.75,2.72,3.01,98.38,81.04,23.71,147.34,54.8,1485.35,60.0,5.17,20.0,70.0,19.25,No_failure
11.07,2.87,40.0,86.7,64.18,18.35,86.52,48.25,1417.11,29.93,105.65,13.4,100.0,-22.55,No_failure
8.68,2.32,32.9,90.56,80.81,22.55,146.09,34.51,1800.0,0.33,74.02,16.16,70.0,42.67,No_failure
17.23,2.61,40.0,93.69,51.21,20.41,50.0,39.68,1324.17,60.0,40.74,12.74,100.0,-40.0,No_failure
3.0,2.0,40.0,97.87,85.62,11.28,189.29,37.22,1800.0,19.04,147.32,10.0,70.0,8.51,No_failure
0.82,4.3,67.66,120.39124999999999,116.51124999999999,62.58,350.54,74.64999999999999,2202.75125,130.53,192.84124999999997,27.183749999999996,140.76,102.95,Failure
20.6,2.87,18.31,85.75,79.81,9.46,181.09,60.0,1673.12,11.01,10.54,13.17,70.0,52.8,No_failure
17.23,2.86,21.00924672,95.51,79.29,17.73,86.42,38.52,1478.52,48.15,6.73,10.11,70.0,23.41,No_failure
17.47,2.44,40.0,96.99,90.0,14.88,172.07,39.92,1353.0,7.87,20.92,14.42,70.0,33.58,No_failure
30.0,2.42,9.82,75.28,72.87,18.34,300.0,53.26,1244.98,33.38,28.3,16.08,100.0,-6.8,No_failure
42.52,1.26,-43.225,47.76,116.51124999999999,-8.62,26.78,15.530000000000012,620.4012500000002,130.53,29.79,22.46,31.79,-87.7,Failure
15.02,3.18,9.94,71.95,72.67,13.76,65.49,56.9,1530.03,60.0,127.67,16.18,70.0,-0.73,No_failure
25.63,2.31,40.0,87.33,59.43,24.98,300.0,49.91,1210.26,3.33,57.76,12.34,100.0,36.52,No_failure
6.33,2.73,40.0,77.55,67.63,34.93,63.66,37.11,1336.74,5.11,52.92,13.81,100.0,38.82,No_failure
21.08,2.44,3.28,71.73,68.51,2.03,163.41,54.21,1455.33,22.75,0.73,17.99,70.0,41.45,No_failure
12.66,2.46,40.0,74.81,69.8,-3.51,98.5,60.0,1359.29,20.28,10.09,16.91,100.0,32.64,No_failure
9.2,2.14,14.05,77.43,78.48,7.94,146.86,53.96,1627.94,60.0,21.57,20.0,72.19,38.9,No_failure
1.83,4.3,11.57,120.39124999999999,116.51124999999999,60.48,397.97,74.64999999999999,2004.03,118.64,192.84124999999997,27.183749999999996,142.27,108.69,Failure
19.07,2.53,40.0,90.92,90.0,15.59,244.35,40.96,1800.0,31.61,4.0,16.13,100.0,58.55,No_failure
1.23,4.3,34.99,120.39124999999999,104.62,67.2875,411.85125,74.64999999999999,2202.75125,75.26,21.82,27.183749999999996,117.08,113.86,Failure
8.99,3.4,0.9,92.88,81.24,10.21,206.77,52.28,1458.14,43.71,71.23,16.65,70.0,13.63,No_failure
30.0,2.44,29.83,90.61,73.85,7.74,203.63,30.31,1284.31,52.41,47.35,15.86,96.81,46.64,No_failure
16.8,3.5,40.0,70.06,60.46,29.78,150.18,30.0,1432.37,10.86,51.09,10.79,100.0,9.47,No_failure
3.0,2.0,1.88,74.76,80.79,35.76,50.0,52.07,1253.74,60.0,31.14,10.86,70.0,8.29,No_failure
17.76,2.81,40.0,90.56,75.63,-2.59,213.88,43.56,1000.0,6.22,182.07,14.4,100.0,64.82,No_failure
42.21,1.26,-43.225,47.68125000000001,112.37,-15.34,34.58,20.95,759.36,130.53,192.84124999999997,26.68,31.49,-63.13,Failure
20.47,3.14,17.11,86.67,64.84,10.5,84.3,45.75,1683.16,16.57,70.09,15.69,100.0,28.7,No_failure
30.0,2.0,40.0,90.75,71.47,21.11,272.6,46.43,1000.0,18.18,25.18,18.76,90.51,70.81,No_failure
13.26,2.52,18.71,74.89,71.54,-20.0,300.0,34.07,1296.51,16.42,34.04,15.59,70.0,60.57,No_failure
1.34,4.3,-10.19,120.39124999999999,116.51124999999999,67.2875,374.36,70.65,2170.95,72.31,192.84124999999997,27.183749999999996,138.54,102.9,Failure
1.7,4.3,-33.33,120.39124999999999,100.77,67.2875,411.85125,74.64999999999999,2011.93,130.53,92.66,27.183749999999996,126.88,116.29,Failure
41.61,1.26,-43.225,52.71,116.51124999999999,-14.04,14.74,15.530000000000012,631.74,85.67,135.23,27.183749999999996,49.39,-80.05,Failure
9.08,3.23,7.12,88.44,79.32,0.68,122.28,31.32,1068.67,41.39,36.31,14.96,70.0,13.4,No_failure
10.4,2.95,27.57,82.28,90.0,-15.65,92.9,35.2,1362.11,60.0,13.24,15.43,70.0,-0.19,No_failure
15.6,2.22,37.13,98.43,75.43,33.02,150.89,49.86,1328.89,12.9,122.77,13.2,100.0,-18.52,No_failure
39.84,1.26,-39.74,47.68125000000001,106.44,-12.17,37.61,22.33,620.4012500000002,123.02,160.65,26.03,25.0,-68.56,Failure
43.15625,1.26,-30.22,47.68125000000001,116.17,-16.35,3.59,15.530000000000012,784.57,130.53,74.93,24.79,52.67,-70.45,Failure
14.36,2.82,40.0,81.56,83.55,38.27,189.92,52.05,1293.41,2.69,37.38,12.21,100.0,-19.82,No_failure
15.48,3.5,40.0,88.28,69.33,-9.99,50.0,60.0,1600.03,45.60892484,24.89,19.82,70.0,-15.55,No_failure
13.0,2.23,40.0,76.81,87.49,18.27,176.52,40.77,1670.67,15.02,2.52,18.06,70.0,32.57,No_failure
22.35,3.5,4.47,76.24,51.35,-16.92,79.67,41.13,1409.12,60.0,2.42,14.79,70.0,-40.0,No_failure
16.23,2.18,40.0,82.79,87.8,39.3,180.13,47.06,1061.95,60.0,14.55,11.27,70.0,68.27,No_failure
20.25,2.76,18.43,83.36,63.48,4.14,247.34,46.34,1568.5,6.47,25.16,19.14,89.22,55.4,No_failure
43.15625,1.26,-43.225,47.68125000000001,102.86,-12.23,12.63,15.530000000000012,680.38,130.53,99.46,25.08,25.0,-69.06,Failure
26.93,4.3,13.77,86.46,71.71,-1.09,207.55,30.0,2202.75125,44.05,41.47,15.37,70.0,77.63,No_failure
16.28,3.42,11.44,74.44,72.38,7.12,229.02,48.74,1791.21,58.69,32.63,13.04,100.0,20.82,No_failure
7.45,2.85,39.55,78.59,65.46,-1.37,155.48,40.67,1185.24,60.0,53.85,18.21,100.0,12.31,No_failure
15.67,2.86,29.83,95.98,71.9,23.87,226.52,53.17,1270.74,60.0,96.42,12.88,100.0,80.0,No_failure
9.46,3.12,40.0,74.38,67.1,-7.75,113.93,55.47,1175.43,60.0,4.19,11.38,70.0,61.28,No_failure
7.1,2.28,21.00924672,98.34,74.16,25.22,225.29,60.0,1407.83,60.0,6.69,14.48,77.55,-4.62,No_failure
13.17,2.89,16.82,72.58,70.1,3.21,133.65,41.32,1408.01,4.99,53.22,17.87,70.0,47.45,No_failure
1.31,4.3,-18.75,120.39124999999999,116.51124999999999,67.2875,411.85125,74.64999999999999,2202.75125,116.84,192.84124999999997,27.183749999999996,111.52,98.26,Failure
3.0,2.71,40.0,84.86,62.21,9.15,163.06,46.93,1154.46,28.71,33.57,18.63,100.0,40.67,No_failure
14.18,3.07,40.0,89.56,67.73,3.49,122.64,39.76,1609.27,60.0,39.45,15.89,100.0,74.18,No_failure
27.66,3.19,15.12,94.9,65.96,19.39,257.23,34.4,1328.82,31.15,16.54,15.93,70.0,-3.7,No_failure
1.57,4.3,89.935,120.39124999999999,105.79,67.2875,373.21,74.64999999999999,2003.23,130.53,192.84124999999997,27.183749999999996,137.88,98.46,Failure
29.79,3.5,1.44,76.57,70.59,13.74,135.4,42.87,1318.51,60.0,85.98,18.45,79.55,51.23,No_failure
3.0,2.53,39.78,94.78,50.0,5.09,183.49,51.63,1220.14,60.0,19.38,12.17,70.0,-40.0,No_failure
8.3,2.65,40.0,87.61,65.16,12.1,133.82,56.74,1556.01,4.78,164.44,16.17,100.0,41.19,No_failure
9.37,2.94,8.34,85.33,61.01,19.74,130.21,54.98,1347.1,60.0,100.13,13.03,100.0,-5.48,No_failure
4.67,2.45,40.0,80.27,82.05,30.84,196.66,33.81,1645.79,60.0,17.13,16.41,90.72,60.12,No_failure
17.97,2.8,12.85,75.06,56.09,-0.17,50.0,50.24,1672.07,7.09,54.97,13.71,70.0,16.37,No_failure
1.85,4.3,89.935,120.39124999999999,116.51124999999999,67.2875,411.85125,74.64999999999999,2202.75125,130.53,15.0,27.183749999999996,128.42,101.99,Failure
24.89,2.58,40.0,95.87,59.26,27.78,94.85,45.24,1443.73,60.0,25.68,16.21,70.0,-9.23,No_failure
43.15625,1.26,-36.61,47.68125000000001,116.51124999999999,-14.78,3.1,15.530000000000012,723.29,123.91,192.84124999999997,27.183749999999996,25.0,-86.77,Failure
8.88,2.84,10.08,73.21,64.95,15.05,92.23,45.05,1458.71,29.13,31.76,10.0,70.0,36.37,No_failure
11.2,2.64,6.7,93.84,66.25,24.84,274.84,41.62,1605.01,17.11,109.84,14.66,70.0,-40.0,No_failure
38.86,1.26,-37.58,49.0,107.78,-13.14,34.69,15.530000000000012,620.4012500000002,104.72,192.84124999999997,27.183749999999996,45.19,-55.09,Failure
38.66,1.26,-40.46,47.68125000000001,102.62,-16.3,8.49,15.530000000000012,620.4012500000002,130.53,61.54,20.88,31.28,-82.16,Failure
8.88,3.5,35.69,87.81,63.63,19.66,216.43,55.41,1571.92,58.32,126.7,16.54,70.0,-14.13,No_failure
11.54,2.44,15.24,98.77,90.0,-16.15,289.31,52.25,1236.47,3.23,5.6,20.0,100.0,-3.28,No_failure
25.73,3.5,15.26,75.65,58.0,20.3,193.4,45.4,1124.08,50.89,13.5,19.57,79.99,0.37,No_failure
15.54,2.84,8.68,79.85,81.4,25.07,280.52,48.59,1656.61,60.0,24.27,17.28,70.0,60.93,No_failure
9.71,2.54,40.0,85.73,72.34,-11.43,108.12,40.54,1279.74,60.0,17.82,16.63,100.0,26.58,No_failure
18.01,2.19,40.0,93.15,88.91,8.39,300.0,30.0,1313.64,16.67,88.75,14.03,70.0,20.81,No_failure
3.0,2.57,40.0,72.42,90.0,22.94,204.27,50.37,1424.88,3.74,89.06,10.0,97.47,3.44,No_failure
8.01,2.33,30.84,71.08,77.33,-4.27,163.63,53.58,1480.17,8.96,9.82,17.76,70.0,80.0,No_failure
25.55,2.78,40.0,71.97,90.0,25.53,191.19,38.79,1615.53,60.0,2.22,15.0,70.0,5.1,No_failure
22.73,2.38,39.51,73.58,55.23,27.64,90.73,44.16,1443.81,20.93,149.63,14.78,100.0,-26.94,No_failure
19.39,2.0,2.77,84.41,68.89,39.73,151.95,57.73,1182.87,22.38,5.0,15.66,71.22,17.55,No_failure
20.35,3.13,40.0,94.04,79.08,17.92,155.44,31.24,1222.67,25.84,127.89,14.69,70.0,36.34,No_failure
1.89,4.3,89.935,120.39124999999999,111.75,63.81,411.85125,74.64999999999999,2202.75125,130.53,38.06,27.183749999999996,116.41,102.11,Failure
42.61,1.26,-35.94,47.68125000000001,103.9,1.47,33.64,15.530000000000012,620.4012500000002,127.58,192.84124999999997,26.14,44.45,-53.45,Failure
28.64,2.49,18.18,89.87,76.19,-12.03,254.38,53.15,1526.54,5.9,24.29,16.12,70.0,23.02,No_failure
23.81,2.0,15.85,93.34,56.5,17.09,173.46,47.18,1386.29,60.0,1.66,14.32,70.0,10.87,No_failure
3.0,2.83,40.0,70.04,53.5,-9.0,300.0,49.67,1330.39,14.41,90.13,15.83,70.0,4.58,No_failure
38.35,1.26,-39.91,47.68125000000001,116.51124999999999,-3.87,28.22,15.530000000000012,718.03,130.53,192.84124999999997,22.37,54.45,-78.62,Failure
23.84,3.29,3.02,78.81,62.35,39.05,221.29,37.34,1480.62,42.22,60.69,13.7,100.0,-4.57,No_failure
0.6,4.3,89.935,120.39124999999999,110.92,67.2875,408.42,74.64999999999999,2202.75125,117.87,161.39,27.183749999999996,113.23,118.7,Failure
9.29,3.5,30.04,92.41,87.07,-4.77,153.53,51.26,1560.0,2.54,149.76,10.71,70.0,49.89,No_failure
40.0,1.26,-43.225,47.68125000000001,116.51124999999999,-9.87,38.34,15.530000000000012,620.4012500000002,94.74,192.84124999999997,26.26,28.44,-59.6,Failure
20.77,2.51,10.06,80.16,55.07,2.72,259.49,44.35,1591.94,3.09,32.0,13.94,100.0,52.67,No_failure
14.77,3.18,40.0,87.28,61.16,34.56,145.67,60.0,1611.65,9.56,28.04,17.25,70.0,68.29,No_failure
1.94,4.3,37.54,120.17,116.51124999999999,67.2875,350.74,74.64999999999999,2150.28,91.6,2.05,27.183749999999996,131.25,117.38,Failure
19.59,2.08,40.0,87.03,56.86,7.66,263.9,33.77,1555.44,51.4,11.8,19.19,70.0,30.93,No_failure
24.4,2.49,40.0,87.64,72.25,25.32,161.08,59.59,1213.82,60.0,11.41,13.92,70.0,-17.73,No_failure
21.49,3.5,12.44,74.61,50.0,-13.8,50.0,50.03,1128.06,60.0,52.87,10.86,70.0,10.53,No_failure
18.79,2.16,18.58,96.66,71.42,-2.75,300.0,34.09,1431.49,30.81,26.01,18.92,100.0,-22.7,No_failure
19.6,2.59,40.0,83.1,50.21,9.44,240.69,44.77,1359.56,1.12,26.08,14.13,100.0,27.46,No_failure
6.78,3.07,40.0,88.5,72.29,19.46,166.64,31.27,1377.14,40.84,7.77,16.01,91.99,5.35,No_failure
4.67,3.3,40.0,83.37,75.62,12.83,156.14,34.56,1285.39,60.0,40.6,17.34,70.0,-2.08,No_failure
24.63,3.07,13.04,86.94,68.4,-7.53,181.03,49.55,1569.42,55.07,108.11,10.0,100.0,59.55,No_failure
20.56,2.39,9.34,73.75,90.0,-7.13,163.88,60.0,1450.87,60.0,28.75,13.76,70.0,80.0,No_failure
0.27,4.3,89.935,120.39124999999999,109.13,67.2875,411.85125,74.64999999999999,2202.75125,112.46,28.57,27.183749999999996,126.42,115.17,Failure
13.57,3.44,3.12,93.97,88.16,-9.82,187.85,56.81,1234.74,41.16,18.8,16.84,70.0,1.78,No_failure
10.68,2.74,40.0,70.02,55.54,11.52,300.0,55.35,1000.0,1.6,66.93,11.87,100.0,-10.3,No_failure
0.36,4.3,89.935,120.39124999999999,105.64,67.2875,411.85125,74.64999999999999,2102.76,83.9,165.47,27.183749999999996,122.59,107.29,Failure
0.44,4.3,89.91,120.39124999999999,116.51124999999999,67.2875,376.2,74.64999999999999,2202.75125,101.77,185.69,27.183749999999996,114.15,114.46,Failure
24.48,2.59,12.2,82.12,75.88,40.0,50.0,46.82,1342.93,27.81,1.2,17.74,70.0,51.66,No_failure
42.91,1.26,-43.225,47.68125000000001,116.51124999999999,2.93,28.65,15.530000000000012,676.81,85.41,60.82,27.183749999999996,35.95,-78.41,Failure
10.52,3.5,10.35,80.25,90.0,34.93,236.38,42.49,1346.83,3.21,26.52,11.78,70.0,-36.04,No_failure
19.82,3.08,40.0,73.85,57.46,3.76,180.89,53.68,1470.13,42.08,26.95,10.0,70.0,47.13,No_failure
22.97,2.97,9.04,71.28,81.9,30.81,202.65,30.0,1182.9,16.53,11.1,13.28,70.0,-27.53,No_failure
27.41,3.11,40.0,79.91,60.44,10.97,187.34,46.66,1222.5,6.11,42.83,15.62,70.0,-7.46,No_failure
18.03,2.78,11.44,93.35,66.37,11.51,85.21,44.12,1656.34,3.37,10.77,13.91,100.0,14.19,No_failure
5.22,3.08,15.19,76.81,58.72,2.85,229.94,50.77,1471.68,34.44,21.57,12.6,100.0,15.7,No_failure
10.86,2.8,10.84,91.14,69.54,37.43,127.8,49.45,1060.86,6.18,22.24,18.63,70.0,5.62,No_failure
14.39,2.98,19.58,77.82,73.23,17.89,165.35,38.98,1274.92,17.81,65.72,12.86,70.0,-14.06,No_failure
3.0,2.24,40.0,80.91,71.55,30.27,117.07,48.9,1419.793976,5.55,156.29,14.91,70.0,59.78,No_failure
16.45,2.61,40.0,84.57,60.85,-6.16,193.19,60.0,1095.53,24.04,37.84,12.41,70.0,-16.78,No_failure
14.09,2.47,40.0,73.95,67.66,23.54,190.73,47.59,1264.76,12.29,91.8,13.06,70.0,-2.66,No_failure
30.0,3.05,40.0,71.09,65.99,39.36,234.39,49.33,1000.0,7.68,5.86,16.91,70.0,40.58,No_failure
22.88,2.97,31.57,77.43,78.25,39.63,183.97,30.0,1470.69,20.29,28.52,17.39,70.0,41.86,No_failure
22.76,2.74,8.96,84.06,59.2,9.29,286.26,31.68,1294.28,60.0,30.05,13.06,100.0,19.3,No_failure
14.87,2.78,3.43,73.05,76.5,7.77,235.0,49.95,1227.07,32.15,16.06,14.6,100.0,-3.79,No_failure
17.1,2.65,10.33,70.94,85.59,-5.99,300.0,40.44,1387.8,34.23,11.51,16.58,100.0,49.48,No_failure
19.02,2.66,40.0,91.38,68.23,11.6,72.69,45.83,1274.24,4.94,32.26,16.88,100.0,45.08,No_failure
17.15,2.0,40.0,72.02,90.0,20.47,216.09,56.92,1503.26,2.13,88.42,14.06,100.0,56.23,No_failure
3.0,3.44,5.86,78.76,52.74,16.72,265.43,42.14,1672.67,60.0,83.22,12.82,86.51,-32.51,No_failure
40.17,1.26,-43.225,47.68125000000001,113.84,-12.84,38.75,21.12,661.2,78.36,129.02,27.183749999999996,29.09,-60.45,Failure
6.67,3.17,16.69,89.96,63.91,29.65,189.67,44.43,1751.1,51.92,93.76,12.76,100.0,-40.0,No_failure
22.04,3.15,9.45,82.9,60.76,2.54,123.56,52.66,1000.0,3.14,20.45,13.81,70.0,-3.93,No_failure
20.13,2.54,40.0,87.88,75.37,-7.57,211.02,39.73,1284.24,60.0,1.9,13.51,70.0,30.44,No_failure
11.24,2.35,23.79,86.15,76.97,-18.96,275.0,30.0,1449.35,60.0,6.08,14.91,100.0,5.66,No_failure
1.96,4.3,1.6,120.39124999999999,108.93,67.2875,394.65,74.64999999999999,2011.07,85.18,192.84124999999997,27.183749999999996,134.9,112.84,Failure
24.77,2.14,6.22,76.61,64.98,-7.81,201.9,46.14,1362.01,58.62,48.49,15.92,100.0,-15.92,No_failure
26.79,2.72,40.0,84.37,59.73,28.15,90.33,32.48,1630.5,27.35,3.39,13.58,70.0,22.92,No_failure
17.81,3.5,29.13,79.47,75.63,3.32,192.18,32.65,1547.74,8.04,6.47,13.41,70.0,48.54,No_failure
41.23,1.26,-35.21,47.68125000000001,109.16,-7.56,7.53,15.530000000000012,668.73,88.68,187.5,23.6,57.45,-72.62,Failure
30.0,3.05,16.95,95.06,79.14,-6.31,149.34,31.33,1011.97,13.96,94.63,19.7,70.0,-40.0,No_failure
42.76,1.26,-43.225,47.68125000000001,115.83,-13.54,27.08,15.530000000000012,772.42,114.17,104.2,24.69,56.63,-77.52,Failure
1.83,4.3,28.44,120.39124999999999,105.7,67.2875,411.85125,71.26,2202.75125,96.46,192.84124999999997,27.183749999999996,143.46,106.2,Failure
11.35,2.43,40.0,87.22,56.97,13.32,197.7,41.12,1445.22,32.12,60.09,12.96,70.0,58.88,No_failure
13.03,3.19,40.0,94.7,90.0,-7.31,177.99,49.25,1253.18,23.63,5.73,18.49,70.0,-1.0,No_failure
0.45,4.3,89.935,120.39124999999999,113.14,67.2875,404.53,74.64999999999999,2171.87,125.39,10.6,27.183749999999996,145.0,100.9,Failure
10.96,3.3,40.0,97.26,72.56,-4.98,154.38,54.59,1383.61,60.0,11.26,15.88,70.0,70.01,No_failure
20.1,2.24,40.0,83.42,64.07,2.18,209.87,43.06,1453.35,60.0,5.85,15.34,70.0,-4.27,No_failure
0.88,4.3,89.935,120.39124999999999,115.43,67.2875,396.08,74.64999999999999,2145.24,73.78,192.84124999999997,27.183749999999996,143.81,106.77,Failure
17.55848958,2.46,22.92,91.27,66.98,2.3,196.76,44.82,1486.8,60.0,79.6,10.0,70.0,-2.59,No_failure
21.34,2.76,3.3,88.75,66.97,1.99,154.14,47.08,1514.7,22.46,136.92,15.77,70.0,-4.11,No_failure
26.86,3.04,40.0,78.53,66.68,9.88,286.78,32.55,1672.55,60.0,1.62,10.0,97.11,-1.41,No_failure
1.61,4.3,39.69,120.39124999999999,116.51124999999999,61.69,411.85125,74.64999999999999,2125.84,130.53,76.49,27.183749999999996,134.63,116.1,Failure
6.41,2.22,40.0,72.8,71.65,36.6,199.31,35.39,1539.36,6.11,157.57,14.13,100.0,-6.95,No_failure
26.46,3.5,3.94,77.28,65.31,12.8,217.61,44.02,1380.52,12.98,54.49,12.43,70.0,1.09,No_failure
1.0,4.3,-3.66,120.39124999999999,116.51124999999999,67.2875,405.61,71.96,2135.58,75.11,192.84124999999997,27.183749999999996,129.04,113.09,Failure
13.3,2.22,26.16,80.17,50.0,0.22,180.75,56.93,1418.28,50.44,23.02,13.17,70.0,14.96,No_failure
27.1,2.89,2.57,84.25,63.92,1.89,189.21,38.6,1800.0,3.96,2.87,10.0,100.0,-13.25,No_failure
7.97,2.12,30.83,85.09,64.11,-20.0,63.99,51.08,1121.13,12.02,38.57,17.36,70.0,-38.09,No_failure
4.26,3.32,40.0,70.23,71.67,24.68,88.82,41.9,1543.8,2.62,37.06,16.02,84.1,-16.06,No_failure
15.72,2.93,38.25,89.28,72.8,32.63,118.93,38.01,1362.59,21.86,23.03,17.28,70.0,32.94,No_failure
20.63,2.9,0.04,76.19,85.34,12.63,159.32,45.48,1380.98,22.6,1.72,16.72,100.0,28.26,No_failure
0.75,4.3,-43.225,120.39124999999999,112.52,67.2875,367.62,74.64999999999999,2202.75125,130.53,192.84124999999997,27.183749999999996,122.48,119.27,Failure
38.38,1.26,-42.54,47.68125000000001,116.51124999999999,-4.55,19.62,16.06,620.4012500000002,76.99,61.71,24.47,25.0,-70.34,Failure
22.29,2.99,2.81,73.14,67.32,25.13,140.22,49.4,1169.99,32.18,90.23,15.99,70.0,-7.09,No_failure
3.0,2.38,6.71,73.35,81.67,-6.33,188.47,43.62,1228.33,15.64,54.11,12.36,70.0,-17.84,No_failure
38.3,1.26,-43.225,68.88,112.74,1.53,18.55,15.530000000000012,620.4012500000002,104.83,192.84124999999997,22.69,25.0,-50.57,Failure
24.74,2.1,3.46,99.32,71.08,-20.0,214.4,30.68,1342.43,60.0,93.75,16.24,84.65,-32.91,No_failure
26.75,2.84,33.0,76.3,59.13,40.0,125.37,50.53,1381.95,15.37,121.41,15.55,70.0,16.05,No_failure
3.0,2.4,0.94,88.53,80.21,-8.59,127.85,37.71,1327.29,45.60892484,27.08,17.47,70.22,77.54,No_failure
0.98,4.3,77.14,120.39124999999999,116.51124999999999,62.09,353.85,74.64999999999999,2202.75125,130.53,71.49,27.183749999999996,138.24,111.37,Failure
17.49,3.5,14.69,70.34,64.87,15.95,260.29,49.14,1089.37,23.41,31.36,12.54,83.07,13.69,No_failure
13.37,2.75,5.01,75.69,52.0,22.96,172.87,60.0,1400.62,60.0,23.95,17.73,100.0,-9.93,No_failure
30.0,2.87,22.65,95.05,68.26,13.56,95.06,34.57,1251.45,52.31,156.19,15.05,70.0,45.15,No_failure
15.75,3.15,23.67,89.86,71.89,32.5,260.0,41.46,1793.78,19.42,16.95,16.36,70.0,80.0,No_failure
3.0,3.28,28.86,89.11,69.35,1.67,230.08,43.62,1465.57,47.13,9.08,10.0,100.0,18.39,No_failure
15.31,2.0,19.19,80.54,64.94,18.38,246.96,41.39,1460.75,13.61,92.26,19.09,100.0,16.72,No_failure
25.97,3.4,1.59,97.15,59.87,40.0,118.54,32.02,1340.23,15.86,42.28,10.0,76.36,50.95,No_failure
20.88,2.18,11.94,86.95,81.08,-14.77,84.37,47.0,1138.21,60.0,3.4,16.65,100.0,80.0,No_failure
28.4,3.45,40.0,96.56,72.93,-17.72,225.54,60.0,1016.2,30.63,19.49,12.98,100.0,10.14,No_failure
16.86,2.57,6.58,78.0,50.0,-6.92,231.1,48.73,1375.66,60.0,149.66,16.72,100.0,-29.85,No_failure
22.91,2.79,30.71,83.67,72.97,-14.76,243.84,41.63,1757.26,26.25,36.96,16.3,100.0,1.33,No_failure
12.92,2.85,22.95,77.53,61.34,-6.99,300.0,46.24,1245.79,8.88,61.47,20.0,100.0,33.95,No_failure
8.43,2.77,40.0,86.84,68.54,-1.46,96.69,57.77,1000.0,60.0,5.09,14.0,70.0,30.7,No_failure
1.05,4.3,89.935,120.39124999999999,113.53,67.2875,411.85125,74.64999999999999,2202.75125,130.53,43.94,27.183749999999996,133.47,107.12,Failure
19.56,2.73,25.59,98.69,80.81,35.12,124.34,46.77,1115.54,30.96,66.15,15.52,70.0,-34.25,No_failure
17.55848958,2.58,40.0,89.28,81.87,34.32,170.27,31.65,1347.66,60.0,38.97,10.82,70.0,20.98,No_failure
22.96,2.19,23.03,70.83,79.24,17.67,269.23,31.83,1800.0,5.91,28.4,17.45,70.0,46.13,No_failure
3.0,2.81,33.1,70.7,72.03,11.0,300.0,46.47,1382.87,34.41,58.65,14.46,70.0,28.45,No_failure
8.84,2.32,40.0,85.34,69.9,1.13,204.31,43.21,1800.0,19.83,38.97,14.55,100.0,30.82,No_failure
30.0,2.44,40.0,81.65,55.66,18.93,165.85,30.0,1478.65,5.91,6.72,17.29,70.0,-7.58,No_failure
16.35,2.62,21.59,71.69,90.0,8.72,148.05,35.63,1317.97,32.23,21.4,15.51,70.0,19.59,No_failure
19.2,2.45,7.13,83.75,90.0,-15.76,222.35,47.52,1337.29,26.14,12.59,15.62,70.0,-3.52,No_failure
22.62,2.67,7.55,84.37,74.41,-10.56,50.0,47.16,1368.3,53.73,113.7,15.8,70.0,26.26,No_failure
11.36,2.57,40.0,72.83,72.81,30.95,205.8,46.23,1502.25,33.96,53.74,13.26,100.0,50.62,No_failure
8.01,2.64,1.63,82.65,50.92,-0.46,162.7,47.75,1650.16,2.08,24.66,14.94,100.0,55.73,No_failure
15.87,2.96,40.0,85.09,82.87,-18.92,195.79,36.8,1329.37,26.21,11.55,16.99,70.0,20.78,No_failure
9.9,3.03,40.0,70.01,58.91,-3.27,74.71,40.38,1157.83,14.39,23.25,13.16,70.0,66.7,No_failure
12.68,2.0,2.17,95.64,66.1,6.33,149.9,50.26,1800.0,14.06,41.35,16.63,100.0,-24.15,No_failure
17.79,3.24,40.0,93.44,75.54,40.0,178.21,46.6,1659.93,8.03,13.23,11.33,83.32,4.06,No_failure
14.05,3.06,3.37,78.55,64.0,-6.28,219.43,43.85,1503.47,43.51,27.94,13.91,70.0,3.92,No_failure
30.0,2.48,9.36,92.69,59.64,30.95,271.22,30.39,1158.5,60.0,8.9,14.2,70.0,29.88,No_failure
38.93,1.26,-43.225,47.68125000000001,116.51124999999999,-14.41,10.52,15.530000000000012,620.4012500000002,130.53,45.16,27.183749999999996,25.0,-55.34,Failure
3.0,3.08,9.42,87.54,51.34,24.95,62.87,39.92,1368.93,60.0,192.84124999999997,16.26,73.39,-7.75,No_failure
19.74,2.62,40.0,84.46,50.0,22.83,217.08,41.42,1687.27,2.03,98.7,13.02,70.0,15.01,No_failure
9.99,2.45,40.0,72.11,75.21,-6.85,238.03,40.38,1389.83,4.92,35.8,20.0,70.0,40.88,No_failure
0.63,4.3,89.935,120.39124999999999,116.51124999999999,65.35,396.03,74.64999999999999,2052.91,83.51,192.84124999999997,27.183749999999996,126.38,95.22,Failure
9.91,2.68,6.15,83.1,73.39,-1.54,110.12,45.25,1127.36,13.41,13.06,14.05,70.0,19.42,No_failure
